,0,1
0,1,1
1,2,2
2,2,3
3,2,4
4,134,5
5,902,7
6,1106,8
7,1267,9
8,1341,10
9,1344,11
10,1346,12
11,1350,16
12,1354,17
13,1444,18
14,1809,20
15,2000,21
16,2529,22
17,2540,23
18,2542,27
19,2548,29
20,2555,32
21,2802,33
22,3466,34
23,3527,35
24,3609,36
25,3613,37
26,3725,38
27,3733,39
28,3783,40
29,4014,41
30,4238,42
31,4517,43
32,4661,44
33,5434,45
34,5438,46
35,5458,47
36,5475,48
37,5505,49
38,5803,50
39,5865,51
40,5892,52
41,5988,53
42,5997,54
43,6007,56
44,6032,57
45,6073,58
46,6375,59
47,6386,60
48,6395,61
49,6493,62
50,6993,63
51,7031,65
52,7038,66
53,7048,67
54,7136,68
55,7219,69
56,7273,70
57,7336,72
58,7344,73
59,7372,74
60,7380,75
61,7452,76
62,7595,77
63,7669,78
64,7944,79
65,8019,80
66,8046,81
67,8137,83
68,8403,84
69,8775,85
70,8855,86
71,8895,87
72,8943,88
73,8984,89
74,9026,90
75,9790,91
76,9832,92
77,9866,93
78,9872,94
79,9879,95
80,10048,96
81,10345,97
82,10420,99
83,10450,100
84,10461,101
85,10472,102
86,10481,103
87,10483,104
88,10490,105
89,10548,108
90,10569,109
91,10966,110
92,11073,111
93,11085,112
94,11098,113
95,11104,114
96,11459,115
97,11875,116
98,11900,117
99,11912,118
100,11955,120
101,11958,121
102,12725,122
103,12925,124
104,12935,125
105,12943,126
106,12962,127
107,12990,128
108,12992,129
109,13002,130
110,13011,131
111,13039,132
112,13068,133
113,13077,134
114,13083,135
115,13103,137
116,13111,138
117,13124,139
118,13125,140
119,13135,141
120,13137,142
121,13158,143
122,13178,146
123,13195,147
124,13211,148
125,13219,149
126,13219,150
127,13231,151
128,13233,153
129,13236,154
130,13243,155
131,13307,158
132,13942,159
133,13958,160
134,13978,161
135,14017,162
136,14025,164
137,14144,165
138,14263,166
139,14348,167
140,14370,168
141,14385,170
142,14621,171
143,14690,172
144,14798,173
145,14928,174
146,14967,176
147,15002,177
148,15037,178
149,15098,179
150,15128,180
151,15135,181
152,15159,182
153,15182,183
154,15185,184
155,15192,185
156,15204,186
157,15238,187
158,15283,188
159,16169,189
160,16179,190
161,16227,191
162,16324,192
163,16334,193
164,16402,194
165,16413,195
166,16425,196
167,16437,198
168,16450,200
169,16581,201
170,16661,202
171,16730,203
172,16750,204
173,16757,205
174,16764,206
175,16853,207
176,16899,208
177,17510,210
178,17533,211
179,17560,213
180,17595,215
181,17695,216
182,17722,217
183,17747,218
184,17774,220
185,17852,221
186,17874,222
187,17897,223
188,17917,224
189,18040,225
190,18137,226
191,18150,227
192,18175,228
193,18292,229
194,18520,230
195,18532,231
196,19079,232
197,19093,233
198,19107,234
199,19281,235
200,19305,236
201,19306,237
202,19318,238
203,19319,240
204,19335,242
205,19343,243
206,19409,244
207,19463,245
208,19513,246
209,19518,248
210,19540,249
211,19554,250
212,19559,251
213,19572,252
214,19596,253
215,19643,254
216,19645,255
217,19689,256
218,19776,257
219,19835,259
220,19850,260
221,19886,261
222,19997,262
223,20446,263
224,20493,265
225,20497,266
226,20513,267
227,20527,268
228,20589,269
229,20740,271
230,20821,272
231,21075,274
232,21182,275
233,21257,276
234,21273,277
235,21358,279
236,21375,280
237,21409,282
238,21543,283
239,21626,284
240,21642,285
241,21707,286
242,21774,288
243,21977,289
244,22012,291
245,22046,294
246,22114,295
247,22149,297
248,22183,298
249,22252,299
250,22373,300
251,22433,301
252,22493,303
253,22507,304
254,22509,305
255,22518,306
256,22531,307
257,22542,308
258,22900,309
259,22917,311
260,22935,312
261,22949,313
262,23002,314
263,23026,315
264,23214,316
265,23222,317
266,23549,319
267,23801,320
268,23805,321
269,23873,323
270,24209,324
271,24264,325
272,24281,326
273,24401,327
274,24495,328
275,24519,329
