5,1,34,3,5,"WeightedObservedPoint::WeightedObservedPoint@47-51@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::WeightedObservedPoint","WeightedObservedPoint::WeightedObservedPoint( final double weight , final double x , final double y)",47,51
3,1,8,0,3,"WeightedObservedPoint::getWeight@56-58@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::getWeight","WeightedObservedPoint::getWeight()",56,58
3,1,8,0,3,"WeightedObservedPoint::getX@63-65@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::getX","WeightedObservedPoint::getX()",63,65
3,1,8,0,3,"WeightedObservedPoint::getY@70-72@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::getY","WeightedObservedPoint::getY()",70,72
3,1,9,0,3,"Gamma::Gamma@67-69@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::Gamma","Gamma::Gamma()",67,69
17,4,146,1,21,"Gamma::logGamma@88-108@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::logGamma","Gamma::logGamma( double x)",88,108
5,1,26,2,5,"Gamma::regularizedGammaP@118-122@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::regularizedGammaP","Gamma::regularizedGammaP( double a , double x)",118,122
30,8,200,4,38,"Gamma::regularizedGammaP@151-188@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::regularizedGammaP","Gamma::regularizedGammaP( double a , double x , double epsilon , int maxIterations)",151,188
5,1,26,2,5,"Gamma::regularizedGammaQ@198-202@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::regularizedGammaQ","Gamma::regularizedGammaQ( double a , double x)",198,202
29,5,200,4,37,"Gamma::regularizedGammaQ@226-262@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::regularizedGammaQ","Gamma::regularizedGammaQ( final double a , double x , double epsilon , int maxIterations)",226,262
10,4,98,1,18,"Gamma::digamma@291-308@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::digamma","Gamma::digamma( double x)",291,308
10,4,98,1,16,"Gamma::trigamma@320-335@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.special.Gamma.java","Gamma::trigamma","Gamma::trigamma( double x)",320,335
3,1,9,0,3,"UnivariateRealSolverUtils::UnivariateRealSolverUtils@33-35@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::UnivariateRealSolverUtils","UnivariateRealSolverUtils::UnivariateRealSolverUtils()",33,35
5,1,40,3,5,"UnivariateRealSolverUtils::solve@51-55@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::solve","UnivariateRealSolverUtils::solve( UnivariateRealFunction f , double x0 , double x1)",51,55
8,1,55,4,9,"UnivariateRealSolverUtils::solve@73-81@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::solve","UnivariateRealSolverUtils::solve( UnivariateRealFunction f , double x0 , double x1 , double absoluteAccuracy)",73,81
6,1,36,4,6,"UnivariateRealSolverUtils::bracket@124-129@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::bracket","UnivariateRealSolverUtils::bracket( UnivariateRealFunction function , double initial , double lowerBound , double upperBound)",124,129
34,11,221,5,39,"UnivariateRealSolverUtils::bracket@165-203@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::bracket","UnivariateRealSolverUtils::bracket( UnivariateRealFunction function , double initial , double lowerBound , double upperBound , int maximumIterations)",165,203
3,1,20,2,3,"UnivariateRealSolverUtils::midpoint@212-214@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::midpoint","UnivariateRealSolverUtils::midpoint( double a , double b)",212,214
5,2,23,1,5,"UnivariateRealSolverUtils::setup@221-225@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java","UnivariateRealSolverUtils::setup","UnivariateRealSolverUtils::setup( UnivariateRealFunction f)",221,225
5,1,24,2,5,"NormalDistributionImpl::NormalDistributionImpl@53-57@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.distribution.NormalDistributionImpl.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed9/61/org.apache.commons.math.distribution.NormalDistributionImpl.java","NormalDistributionImpl::NormalDistributionImpl","NormalDistributionImpl::NormalDistributionImpl( double mean , double sd)",53,57
