,0,1
0,15,2
1,15,4
2,15,7
3,15,10
4,15,13
5,16,14
6,16,15
7,17,16
8,18,20
9,18,24
10,18,28
11,18,32
12,18,33
13,19,36
14,19,39
15,19,42
16,26,45
17,26,48
18,26,51
19,26,52
20,27,55
21,27,58
22,27,61
23,27,64
24,27,67
25,27,70
26,28,72
27,28,74
28,32,76
29,32,78
30,40,80
31,40,82
32,42,83
33,43,87
34,43,91
35,43,95
36,43,99
37,51,103
38,51,107
39,51,111
40,56,113
41,56,115
42,59,117
43,59,119
44,70,126
45,70,133
46,70,140
47,70,147
48,70,154
49,70,161
50,86,164
51,86,167
52,109,169
53,109,171
54,114,172
55,158,173
56,164,177
57,183,180
58,183,183
59,183,186
60,209,187
61,220,188
62,222,190
63,241,191
64,249,192
65,274,209
66,274,226
67,274,243
68,274,260
69,274,277
70,274,294
71,274,311
72,274,328
73,274,345
74,274,362
75,274,379
76,274,396
77,274,413
78,274,430
79,274,447
80,297,460
81,297,473
82,297,486
83,297,499
84,297,512
85,297,525
86,297,538
87,297,551
88,297,564
89,297,577
90,297,590
91,297,603
92,322,604
93,339,605
94,342,609
95,342,613
96,368,616
97,423,619
98,423,622
99,423,625
100,438,626
101,441,630
102,441,634
103,441,638
104,441,642
105,487,646
106,487,650
107,487,654
108,487,658
109,511,663
110,511,668
111,511,673
112,511,678
113,576,682
114,576,686
115,576,690
116,620,692
117,620,694
118,628,695
119,668,697
120,730,706
121,730,715
122,759,724
123,759,733
124,789,739
125,789,745
126,803,748
127,803,751
128,803,754
129,821,759
130,851,760
131,853,765
132,853,770
133,853,775
134,853,780
135,875,781
136,883,791
137,883,801
138,883,811
139,883,821
140,913,825
141,950,828
142,950,831
143,1070,836
144,1070,841
145,1070,846
146,1070,851
147,1164,853
148,1195,857
149,1195,861
150,1195,865
151,1220,866
152,1334,869
153,1334,872
154,1407,874
155,1443,882
156,1443,890
157,1443,898
158,1443,906
159,1558,911
160,1558,916
161,1615,918
162,1615,920
163,1642,924
164,1642,928
165,1642,932
166,1699,934
167,1707,936
168,1977,939
169,1977,942
170,1977,945
171,2005,946
172,2042,950
173,2042,954
174,2042,958
175,2102,960
176,2102,962
177,2261,967
178,2261,972
179,2261,977
180,2261,982
181,2261,987
182,2313,990
183,2375,991
184,2600,1002
185,2600,1013
186,2600,1024
187,2600,1035
188,2600,1046
189,2833,1049
190,2833,1052
191,2833,1055
192,3025,1060
193,3025,1065
194,3025,1070
195,3025,1075
196,3025,1080
197,3098,1085
198,3098,1090
199,3098,1095
200,3098,1100
201,3369,1104
202,3459,1108
203,3459,1112
204,3459,1116
205,3459,1120
206,3491,1123
207,3491,1126
208,3621,1128
209,3621,1130
210,3742,1134
211,3786,1135
212,4120,1137
213,4120,1139
214,4560,1145
215,4604,1148
216,4604,1151
217,4604,1154
218,4782,1158
219,4822,1165
220,4982,1167
221,5015,1168
222,5046,1173
223,5047,1176
224,5047,1179
225,5047,1182
226,5442,1187
227,5442,1192
228,6510,1193
229,7065,1195
230,7065,1197
231,7197,1201
232,7304,1204
233,7304,1207
234,7546,1209
235,7546,1211
236,8173,1214
237,8204,1218
238,8204,1222
239,8204,1226
240,8395,1228
241,8600,1229
242,9425,1232
243,9773,1236
244,10175,1239
245,10397,1241
246,12630,1247
247,13835,1248
248,14243,1253
249,22748,1255
