,nloc,ccn,token_count,parameter_count,length,location,filepath,method_name,method_long_name,start_line,end_line
0,5,1,34,3,5,WeightedObservedPoint::WeightedObservedPoint@47-51@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::WeightedObservedPoint,"WeightedObservedPoint::WeightedObservedPoint( final double weight , final double x , final double y)",47,51
1,3,1,8,0,3,WeightedObservedPoint::getWeight@56-58@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::getWeight,WeightedObservedPoint::getWeight(),56,58
2,3,1,8,0,3,WeightedObservedPoint::getX@63-65@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::getX,WeightedObservedPoint::getX(),63,65
3,3,1,8,0,3,WeightedObservedPoint::getY@70-72@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::getY,WeightedObservedPoint::getY(),70,72
4,3,1,9,0,3,Gamma::Gamma@67-69@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::Gamma,Gamma::Gamma(),67,69
5,17,4,146,1,21,Gamma::logGamma@88-108@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::logGamma,Gamma::logGamma( double x),88,108
6,5,1,26,2,5,Gamma::regularizedGammaP@118-122@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaP,"Gamma::regularizedGammaP( double a , double x)",118,122
7,37,11,270,4,45,Gamma::regularizedGammaP@151-195@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaP,"Gamma::regularizedGammaP( double a , double x , double epsilon , int maxIterations)",151,195
8,5,1,26,2,5,Gamma::regularizedGammaQ@205-209@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaQ,"Gamma::regularizedGammaQ( double a , double x)",205,209
9,29,8,228,4,37,Gamma::regularizedGammaQ@233-269@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaQ,"Gamma::regularizedGammaQ( final double a , double x , double epsilon , int maxIterations)",233,269
10,10,4,98,1,18,Gamma::digamma@298-315@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::digamma,Gamma::digamma( double x),298,315
11,10,4,98,1,16,Gamma::trigamma@327-342@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.special.Gamma.java,Gamma::trigamma,Gamma::trigamma( double x),327,342
12,3,1,9,0,3,UnivariateRealSolverUtils::UnivariateRealSolverUtils@33-35@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,UnivariateRealSolverUtils::UnivariateRealSolverUtils,UnivariateRealSolverUtils::UnivariateRealSolverUtils(),33,35
13,5,1,40,3,5,UnivariateRealSolverUtils::solve@51-55@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,UnivariateRealSolverUtils::solve,"UnivariateRealSolverUtils::solve( UnivariateRealFunction f , double x0 , double x1)",51,55
14,8,1,55,4,9,UnivariateRealSolverUtils::solve@73-81@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,UnivariateRealSolverUtils::solve,"UnivariateRealSolverUtils::solve( UnivariateRealFunction f , double x0 , double x1 , double absoluteAccuracy)",73,81
15,6,1,36,4,6,UnivariateRealSolverUtils::bracket@124-129@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed2/47/org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils.java,UnivariateRealSolverUtils::bracket,"UnivariateRealSolverUtils::bracket( UnivariateRealFunction function , double initial , double lowerBound , double upperBound)",124,129
