File Path
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/7 patch-v1093/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/5 patch-v1081/org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/8 patch-v1167/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/10 patch-v1496/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/10 patch-v1496/org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/3 patch-v568/org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/11 patch-v1515/org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/4 patch-v588/org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed2/6 patch-v1086/org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/80 patch-v20944/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/80 patch-v20944/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/92 patch-v24911/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/92 patch-v24911/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/18 patch-v5024/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/67 patch-v14395/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/67 patch-v14395/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/63 patch-v13684/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/63 patch-v13684/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/82 patch-v21644/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/82 patch-v21644/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/95 patch-v25458/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/56 patch-v13143/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/56 patch-v13143/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/28 patch-v8464/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/29 patch-v8541/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/29 patch-v8541/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/32 patch-v9025/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/100 patch-v27982/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/81 patch-v21185/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/81 patch-v21185/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/84 patch-v21731/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/84 patch-v21731/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/41 patch-v10660/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/41 patch-v10660/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/15 patch-v4677/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/58 patch-v13318/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/58 patch-v13318/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/62 patch-v13682/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/62 patch-v13682/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/27 patch-v8423/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/73 patch-v19440/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/73 patch-v19440/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/59 patch-v13460/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/59 patch-v13460/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/53 patch-v13028/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/53 patch-v13028/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/77 patch-v20471/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/77 patch-v20471/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/14 patch-v4520/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/74 patch-v19666/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/74 patch-v19666/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/44 patch-v10838/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/44 patch-v10838/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/10 patch-v2228/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/48 patch-v11073/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/34 patch-v9289/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/76 patch-v20156/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/76 patch-v20156/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/51 patch-v11743/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/51 patch-v11743/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/33 patch-v9032/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/78 patch-v20475/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/78 patch-v20475/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/40 patch-v10595/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/40 patch-v10595/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/43 patch-v10830/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/39 patch-v10536/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/39 patch-v10536/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/52 patch-v11827/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/52 patch-v11827/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/38 patch-v10506/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/64 patch-v13691/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/64 patch-v13691/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/79 patch-v20684/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/79 patch-v20684/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/99 patch-v27820/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/68 patch-v15269/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/68 patch-v15269/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/22 patch-v8062/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/88 patch-v23755/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/88 patch-v23755/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/61 patch-v13636/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/61 patch-v13636/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/71 patch-v18602/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/71 patch-v18602/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/75 patch-v19884/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/75 patch-v19884/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/24 patch-v8170/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/23 patch-v8105/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/23 patch-v8105/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/46 patch-v10919/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/46 patch-v10919/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/69 patch-v15735/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/69 patch-v15735/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/93 patch-v24915/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/93 patch-v24915/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/25 patch-v8173/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/97 patch-v27430/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/60 patch-v13468/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/60 patch-v13468/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/19 patch-v5821/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/47 patch-v11067/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/47 patch-v11067/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/26 patch-v8308/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/26 patch-v8308/org.apache.commons.math.analysis.solvers.BrentSolver.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/35 patch-v9323/org.apache.commons.math.ode.sampling.AbstractStepInterpolator.diff
/Users/haradakanon/Downloads/research/participant_data/math78/math78_seed5/35 patch-v9323/org.apache.commons.math.analysis.solvers.BrentSolver.diff
