,nloc,ccn,token_count,parameter_count,length,location,filepath,method_name,method_long_name,start_line,end_line
0,5,1,34,3,5,WeightedObservedPoint::WeightedObservedPoint@47-51@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::WeightedObservedPoint,"WeightedObservedPoint::WeightedObservedPoint( final double weight , final double x , final double y)",47,51
1,3,1,8,0,3,WeightedObservedPoint::getWeight@56-58@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::getWeight,WeightedObservedPoint::getWeight(),56,58
2,3,1,8,0,3,WeightedObservedPoint::getX@63-65@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::getX,WeightedObservedPoint::getX(),63,65
3,3,1,8,0,3,WeightedObservedPoint::getY@70-72@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java,WeightedObservedPoint::getY,WeightedObservedPoint::getY(),70,72
4,3,1,9,0,3,Gamma::Gamma@67-69@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::Gamma,Gamma::Gamma(),67,69
5,17,4,146,1,21,Gamma::logGamma@88-108@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::logGamma,Gamma::logGamma( double x),88,108
6,5,1,26,2,5,Gamma::regularizedGammaP@118-122@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaP,"Gamma::regularizedGammaP( double a , double x)",118,122
7,31,11,233,4,39,Gamma::regularizedGammaP@151-189@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaP,"Gamma::regularizedGammaP( double a , double x , double epsilon , int maxIterations)",151,189
8,5,1,26,2,5,Gamma::regularizedGammaQ@199-203@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaQ,"Gamma::regularizedGammaQ( double a , double x)",199,203
9,29,8,228,4,37,Gamma::regularizedGammaQ@227-263@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::regularizedGammaQ,"Gamma::regularizedGammaQ( final double a , double x , double epsilon , int maxIterations)",227,263
10,10,4,98,1,18,Gamma::digamma@292-309@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::digamma,Gamma::digamma( double x),292,309
11,10,4,98,1,16,Gamma::trigamma@321-336@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.special.Gamma.java,Gamma::trigamma,Gamma::trigamma( double x),321,336
12,11,3,66,2,18,MathException::translate@58-75@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.MathException.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.MathException.java,MathException::translate,"MathException::translate( String s , Locale locale)",58,75
13,3,2,41,3,3,MathException::buildMessage@84-86@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.MathException.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.MathException.java,MathException::buildMessage,"MathException::buildMessage( Locale locale , String pattern , Object ... arguments)",84,86
14,5,1,25,0,5,MathException::MathException@92-96@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.MathException.java,/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed1/94/org.apache.commons.math.MathException.java,MathException::MathException,MathException::MathException(),92,96
