5,1,34,3,5,"WeightedObservedPoint::WeightedObservedPoint@47-51@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::WeightedObservedPoint","WeightedObservedPoint::WeightedObservedPoint( final double weight , final double x , final double y)",47,51
3,1,8,0,3,"WeightedObservedPoint::getWeight@56-58@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::getWeight","WeightedObservedPoint::getWeight()",56,58
3,1,8,0,3,"WeightedObservedPoint::getX@63-65@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::getX","WeightedObservedPoint::getX()",63,65
3,1,8,0,3,"WeightedObservedPoint::getY@70-72@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.optimization.fitting.WeightedObservedPoint.java","WeightedObservedPoint::getY","WeightedObservedPoint::getY()",70,72
11,3,66,2,18,"MathException::translate@58-75@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","MathException::translate","MathException::translate( String s , Locale locale)",58,75
3,2,41,3,3,"MathException::buildMessage@84-86@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","MathException::buildMessage","MathException::buildMessage( Locale locale , String pattern , Object ... arguments)",84,86
5,1,25,0,5,"MathException::MathException@92-96@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","MathException::MathException","MathException::MathException()",92,96
5,2,53,2,5,"MathException::MathException@105-109@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","MathException::MathException","MathException::MathException( String pattern , Object ... arguments)",105,109
5,1,30,1,5,"MathException::MathException@118-122@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","MathException::MathException","MathException::MathException( Throwable rootCause)",118,122
5,2,58,3,5,"MathException::MathException@134-138@/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","/Users/haradakanon/Desktop/研究/実験データ/math85/math85_seed3/61/org.apache.commons.math.MathException.java","MathException::MathException","MathException::MathException( Throwable rootCause , String pattern , Object ... arguments)",134,138
